sku,ebay_result,marketplace_connect_result
8863,absent_before_and_after,disabled_saved_and_absent_from_fresh_enabled_view
8867,absent_before_and_after,disabled_saved_and_absent_from_fresh_enabled_view
8872,absent_before_and_after,disabled_saved_and_absent_from_fresh_enabled_view
8874,absent_before_and_after,disabled_saved_and_absent_from_fresh_enabled_view
8875,absent_before_and_after,disabled_saved_and_absent_from_fresh_enabled_view
8876,ended_and_absent_on_final_check,disabled_saved_and_absent_from_fresh_enabled_view
8877,absent_before_and_after,disabled_saved_and_absent_from_fresh_enabled_view
8878,absent_before_and_after,disabled_saved_and_absent_from_fresh_enabled_view
8880,absent_before_and_after,disabled_saved_and_absent_from_fresh_enabled_view
8883,ended_and_absent_on_final_check,disabled_saved_and_absent_from_fresh_enabled_view
8884,ended_and_absent_on_final_check,disabled_saved_and_absent_from_fresh_enabled_view
8885,absent_before_and_after,disabled_saved_and_absent_from_fresh_enabled_view
8886,absent_before_and_after,disabled_saved_and_absent_from_fresh_enabled_view
8890,absent_before_and_after,disabled_saved_and_absent_from_fresh_enabled_view
8893,ended_and_absent_on_final_check,disabled_saved_and_absent_from_fresh_enabled_view
8904,absent_before_and_after,disabled_saved_and_absent_from_fresh_enabled_view
8910,absent_before_and_after,disabled_saved_and_absent_from_fresh_enabled_view
8911,ended_and_absent_on_final_check,disabled_saved_and_absent_from_fresh_enabled_view
8913,ended_and_absent_on_final_check,disabled_saved_and_absent_from_fresh_enabled_view
8914,absent_before_and_after,disabled_saved_and_absent_from_fresh_enabled_view
8920,absent_before_and_after,disabled_saved_and_absent_from_fresh_enabled_view
8921,absent_before_and_after,disabled_saved_and_absent_from_fresh_enabled_view
8932,absent_before_and_after,disabled_saved_and_absent_from_fresh_enabled_view
8933,absent_before_and_after,disabled_saved_and_absent_from_fresh_enabled_view
8937,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
8938,absent_before_and_after,disabled_saved_and_absent_from_fresh_enabled_view
8940,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
8942,absent_before_and_after,disabled_saved_and_absent_from_fresh_enabled_view
8943,absent_before_and_after,disabled_saved_and_absent_from_fresh_enabled_view
8944,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
8945,absent_before_and_after,disabled_saved_and_absent_from_fresh_enabled_view
8955,absent_before_and_after,disabled_saved_and_absent_from_fresh_enabled_view
8956,absent_before_and_after,disabled_saved_and_absent_from_fresh_enabled_view
8958,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
8963,absent_before_and_after,disabled_saved_and_absent_from_fresh_enabled_view
8964,absent_before_and_after,disabled_saved_and_absent_from_fresh_enabled_view
8970,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
8973,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
8978,absent_before_and_after,disabled_saved_and_absent_from_fresh_enabled_view
8992,absent_before_and_after,disabled_saved_and_absent_from_fresh_enabled_view
8994,absent_before_and_after,disabled_saved_and_absent_from_fresh_enabled_view
9004,absent_before_and_after,disabled_saved_and_absent_from_fresh_enabled_view
9008,absent_before_and_after,disabled_saved_and_absent_from_fresh_enabled_view
9077,absent_before_and_after,disabled_saved_and_absent_from_fresh_enabled_view
9081,absent_before_and_after,disabled_saved_and_absent_from_fresh_enabled_view
9084,ended_and_absent_on_final_check,disabled_saved_and_absent_from_fresh_enabled_view
9087,absent_before_and_after,disabled_saved_and_absent_from_fresh_enabled_view
9094,absent_before_and_after,disabled_saved_and_absent_from_fresh_enabled_view
9095,absent_before_and_after,disabled_saved_and_absent_from_fresh_enabled_view
9097,absent_before_and_after,disabled_saved_and_absent_from_fresh_enabled_view
9098,absent_before_and_after,disabled_saved_and_absent_from_fresh_enabled_view
9100,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
9101,absent_before_and_after,disabled_saved_and_absent_from_fresh_enabled_view
9102,ended_and_absent_on_final_check,disabled_saved_and_absent_from_fresh_enabled_view
9103,absent_before_and_after,disabled_saved_and_absent_from_fresh_enabled_view
9104,absent_before_and_after,disabled_saved_and_absent_from_fresh_enabled_view
9143,absent_before_and_after,disabled_saved_and_absent_from_fresh_enabled_view
9186,ended_and_absent_on_final_check,disabled_saved_and_absent_from_fresh_enabled_view
9187,absent_before_and_after,disabled_saved_and_absent_from_fresh_enabled_view
9188,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
9189,ended_and_absent_on_final_check,disabled_saved_and_absent_from_fresh_enabled_view
9190,absent_before_and_after,disabled_saved_and_absent_from_fresh_enabled_view
9191,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
9192,absent_before_and_after,disabled_saved_and_absent_from_fresh_enabled_view
9193,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
9194,absent_before_and_after,disabled_saved_and_absent_from_fresh_enabled_view
9195,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
9196,ended_and_absent_on_final_check,disabled_saved_and_absent_from_fresh_enabled_view
9197,ended_and_absent_on_final_check,disabled_saved_and_absent_from_fresh_enabled_view
9198,absent_before_and_after,disabled_saved_and_absent_from_fresh_enabled_view
9201,absent_before_and_after,disabled_saved_and_absent_from_fresh_enabled_view
9207,absent_before_and_after,disabled_saved_and_absent_from_fresh_enabled_view
9209,ended_and_absent_on_final_check,disabled_saved_and_absent_from_fresh_enabled_view
9213,absent_before_and_after,disabled_saved_and_absent_from_fresh_enabled_view
9220,absent_before_and_after,disabled_saved_and_absent_from_fresh_enabled_view
9248,absent_before_and_after,disabled_saved_and_absent_from_fresh_enabled_view
9250,absent_before_and_after,disabled_saved_and_absent_from_fresh_enabled_view
9251,absent_before_and_after,disabled_saved_and_absent_from_fresh_enabled_view
9252,absent_before_and_after,disabled_saved_and_absent_from_fresh_enabled_view
9253,absent_before_and_after,disabled_saved_and_absent_from_fresh_enabled_view
9254,absent_before_and_after,disabled_saved_and_absent_from_fresh_enabled_view
9285,absent_before_and_after,disabled_saved_and_absent_from_fresh_enabled_view
9329,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
9375,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
9377,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
9378,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
9379,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
9383,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
9384,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
9385,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
9396,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
9424,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
9460,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
9461,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
9465,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
9469,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
9470,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
9471,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
9473,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
9501,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
9525,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
9553,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
9556,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
9573,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
9574,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
9577,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
9584,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
9585,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
9586,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
9587,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
9590,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
9591,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
9594,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
9595,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
9597,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
9598,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
9692,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
9696,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
9699,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
9701,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
9705,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
9767,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
9771,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
9786,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
9817,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
9846,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
9852,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
9855,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
9859,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
9868,absent_before_and_after,disabled_saved_and_absent_from_fresh_enabled_view
9912,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
9915,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
9946,absent_before_and_after,disabled_saved_and_absent_from_fresh_enabled_view
9968,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
9970,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
9971,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
9972,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
9986,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
9987,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
9989,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
M3982,absent_before_and_after,disabled_saved_and_absent_from_fresh_enabled_view
P3546,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
P3548,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
P3549,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
P3554,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
P5203,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
P5267,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
P5276,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
P5283,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
P5316,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
P5321,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
P5333,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
P5334,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
P5343,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
P5344,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
P5345,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
P5347,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
P5360,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
P5362,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
P5363,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
P5364,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
P5365,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
P5366,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
P5378,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
R3002,absent_before_and_after,disabled_saved_and_absent_from_fresh_enabled_view
R3006,held_preserve_exception,held_enabled_preserve_exception
R3015,ended_and_absent_on_final_check,disabled_saved_and_absent_from_fresh_enabled_view
RR2613,ended_and_absent_on_final_check,disabled_saved_and_absent_from_fresh_enabled_view
RR2954,ended_and_absent_on_final_check,disabled_saved_and_absent_from_fresh_enabled_view
RW3045,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
RW3055,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
RW3057,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
RW3063,ended_and_absent_on_final_check,disabled_saved_and_absent_from_fresh_enabled_view
RW3068,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
RW3069,ended_and_absent_on_final_check,disabled_saved_and_absent_from_fresh_enabled_view
RW3071,ended_and_absent_on_final_check,disabled_saved_and_absent_from_fresh_enabled_view
RW3072,absent_before_and_after,disabled_saved_and_absent_from_fresh_enabled_view
RW3093,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
T3420,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
T3428,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
T3505,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
T3514,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
T3536,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
T3579,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
T3581,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
T3599,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
T3603,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
T3627,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
T3638,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
T3644,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
T3654,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
T3655,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
T3656,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
T3658,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
T3668,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
T3674,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
T3681,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
T3685,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
T3692,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
T3696,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
T3697,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
T3704,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
T3707,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
T3714,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
T3725,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
T3726,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
T3727,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
T3731,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
T3736,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
T3739,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
T3742,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
T3743,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
T3749,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
U1036,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
U1037,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
U1039,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
U1064,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
U1071,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
U1074,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
U1089,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
U1098,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
U1099,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
U1122,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
U1143,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
U1155,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
U1156,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
U1158,ended_and_absent_on_final_check,disabled_saved_and_absent_from_fresh_enabled_view
U1159,absent_before_and_after,disabled_saved_and_absent_from_fresh_enabled_view
U1160,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
U1161,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
U1162,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
U1168,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
U1169,absent_before_and_after,disabled_saved_and_absent_from_fresh_enabled_view
U1175,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
U1176,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
U1187,ended_and_absent_on_final_check,disabled_saved_and_absent_from_fresh_enabled_view
U1217,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
U1218,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
U1227,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
U3209,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
U3223,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
U3226,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
U3227,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
U3231,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
U3687,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
U3921,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
U3953,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
U3985,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
U4094,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
U4156,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
U4166,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
U7075,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
U87577,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
U8759,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
U8935,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
U9084,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
U9185,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
U9329,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
U9376,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
U9700,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
U9709,absent_before_and_after,not_present_in_fresh_enabled_view_no_disable_action_recorded
